         130955 function calls (129194 primitive calls) in 33.150 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\tqdm\utils.py:156(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\platform.py:1139(python_implementation)
        5    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\dtypes\inference.py:334(is_hashable)
        3    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\dtypes\common.py:1040(needs_i8_conversion)
        1    0.000    0.000    0.000    0.000 {method '__exit__' of 'zstd.ZstdDecompressionReader' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\dataclasses.py:1301(is_dataclass)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\logging\__init__.py:958(createLock)
        6    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\frame.py:4017(_get_column_array)
        3    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\internals\blocks.py:219(_can_consolidate)
        4    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\tqdm\utils.py:222(__eq__)
        3    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:309(__subclasshook__)
        1    0.000    0.000    0.004    0.004 C:\Users\spinz\anaconda3\Lib\importlib\__init__.py:73(import_module)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\pathlib.py:420(_from_parsed_parts)
        6    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\dtypes\common.py:1399(_get_dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\io\common.py:292(is_fsspec_url)
       11    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        8    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        8    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\common.py:568(require_length_match)
        3    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\internals\managers.py:1782(_consolidate_inplace)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\tqdm\utils.py:252(_is_utf)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\_weakrefset.py:110(remove)
       11    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\construction.py:758(_maybe_repeat)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\io\formats\format.py:544(_initialize_justify)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\io\formats\csvs.py:215(_need_to_save_header)
        1    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\weakref.py:289(update)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\context.py:41(cpu_count)
       31    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\typing.py:2182(cast)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\logging\__init__.py:1126(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\arrays\datetimelike.py:319(asi8)
        4    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\flags.py:87(allows_duplicate_labels)
        9    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\arrays\datetimes.py:551(dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:4191(_validate_positional_slice)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\synchronize.py:217(Condition)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\synchronize.py:193(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        1    0.000    0.000    0.000    0.000 {method 'stream_reader' of 'zstd.ZstdDecompressor' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\common.py:231(asarray_tuplesafe)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\io\formats\printing.py:567(get_adjustment)
        3    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:6685(_validate_indexer)
        5    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\internals\managers.py:2004(internal_values)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\series.py:1471(_set_as_cached)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\pathlib.py:358(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\numpy\core\_methods.py:55(_any)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\indexing.py:2765(check_dict_or_set_indexers)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1295(exec_module)
        1    0.000    0.000    0.000    0.000 <frozen ntpath>:588(abspath)
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\urllib\parse.py:119(_coerce_args)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\generic.py:807(_set_axis)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\indexes\range.py:483(_view)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\io\formats\csvs.py:139(_get_index_label_flat)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\pool.py:157(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\arrays\datetimes.py:103(tz_to_dtype)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\arrays\datetimelike.py:2537(dtype_to_unit)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:773(_view)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\io\common.py:151(__exit__)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\pool.py:161(__delitem__)
       13    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\util.py:44(sub_debug)
       12    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.004    0.004 <frozen importlib._bootstrap>:1375(_gcd_import)
       18    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\numpy\core\multiarray.py:1080(copyto)
        4    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\arrays\datetimes.py:2570(_validate_tz_from_dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\indexing.py:1719(_getitem_axis)
        4    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\_config\config.py:273(__call__)
        4    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\common.py:152(cast_scalar_indexer)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\generic.py:4379(_set_is_copy)
        3    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:609(_dtype_to_subclass)
        1    0.000    0.000    0.001    0.001 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\internals\managers.py:459(get_values_for_csv)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\pool.py:279(_get_sentinels)
        3    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\tqdm\std.py:226(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\synchronize.py:97(__exit__)
        1    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
        3    0.000    0.000    0.000    0.000 <frozen ntpath>:350(expanduser)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\logging\__init__.py:1428(_fixupParents)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\dtypes\inference.py:105(is_file_like)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\internals\managers.py:1837(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\connection.py:277(_close)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\io\formats\format.py:650(truncate)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\connection.py:268(PipeConnection)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\dtypes\common.py:1434(_is_dtype_type)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:540(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\tqdm\utils.py:125(__eq__)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\util.py:185(Finalize)
        1    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
        7    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:288(__subclasshook__)
        4    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\logging\__init__.py:208(_checkLevel)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\arrays\datetimelike.py:2152(unit)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\io\formats\csvs.py:190(data_index)
        8    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\internals\managers.py:196(blklocs)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\_config\config.py:688(_warn_if_deprecated)
        8    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\dtypes\common.py:1270(is_1d_only_ea_dtype)
        4    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\construction.py:688(_sanitize_non_ordered)
        5    0.000    0.000    0.000    0.000 {built-in method _thread.daemon_threads_allowed}
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\typing.py:392(inner)
        4    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\context.py:197(get_start_method)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\arrays\datetimes.py:325(_from_sequence)
        1    0.000    0.000    0.000    0.000 <string>:2(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\tqdm\std.py:1153(_comparable)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\pool.py:266(__del__)
        6    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\connection.py:838(<genexpr>)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        1    0.000    0.000    0.000    0.000 <frozen ntpath>:275(dirname)
        2    0.000    0.000    0.000    0.000 <frozen codecs>:186(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\dtypes\common.py:121(classes)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\internals\base.py:74(__len__)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\popen_spawn_win32.py:39(Popen)
        7    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\pathlib.py:1164(__new__)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\logging\__init__.py:1702(addHandler)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\arrays\datetimelike.py:2063(_maybe_pin_freq)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\internals\construction.py:916(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\series.py:707(dtype)
        2    0.000    0.000    0.000    0.000 {method '__enter__' of '_multiprocessing.SemLock' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\logging\__init__.py:1257(_open)
        5    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\_config\__init__.py:42(warn_copy_on_write)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\frame.py:4623(_clear_item_cache)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\internals\base.py:86(_validate_set_axis)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\pool.py:837(IMapIterator)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\connection.py:596(SocketListener)
        5    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
        1    0.000    0.000    0.000    0.000 <frozen os>:853(fsdecode)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\pathlib.py:447(__fspath__)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\pathlib.py:380(with_segments)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\internals\managers.py:236(set_axis)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\io\formats\format.py:626(_is_in_terminal)
        1    0.000    0.000    0.000    0.000 c:\Users\spinz\OneDrive\Documentos\Portafolio oficial\HERMESDB\HERMESDB\test\src\ETLQ\Extract\modules\Extraction\Extraction_Data_Metatrader5\modules\mt5_connection.py:29(__init__)
        1    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\numpy\core\shape_base.py:215(_vhstack_dispatcher)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\internals\construction.py:196(mgr_to_mgr)
        8    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\generic.py:405(flags)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\indexing.py:161(iloc)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\io\formats\format.py:550(_initialize_columns)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\tqdm\utils.py:139(__getattr__)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\pool.py:80(MaybeEncodingError)
        1    0.000    0.000    0.000    0.000 <frozen os>:783(encodekey)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\dtypes\inference.py:306(is_named_tuple)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\internals\construction.py:950(_validate_or_indexify_columns)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\io\formats\format.py:582(_calc_max_cols_fitted)
        4    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\internals\blocks.py:718(dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\synchronize.py:328(Event)
        3    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\io\formats\csvs.py:113(header)
        2    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\reduction.py:43(register)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\threading.py:1222(is_alive)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\dtypes\common.py:536(is_string_dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\generic.py:592(_get_block_manager_axis)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\io\common.py:1117(_maybe_memory_map)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\io\formats\format.py:593(_calc_max_rows_fitted)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\connection.py:970(ConnectionWrapper)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\io\formats\csvs.py:174(_initialize_chunksize)
        1    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.any}
       11    0.000    0.000    0.000    0.000 <frozen _collections_abc>:341(__subclasshook__)
        2    0.000    0.000    0.000    0.000 {method '__exit__' of '_multiprocessing.SemLock' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\io\formats\csvs.py:121(_initialize_index_label)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\pool.py:794(MapResult)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\pool.py:150(_PoolCache)
        4    0.000    0.000    0.000    0.000 {method 'locked' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\enum.py:1129(__new__)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\logging\__init__.py:443(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\series.py:865(_references)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\tqdm\utils.py:282(_screen_shape_wrapper)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup_error}
        1    0.000    0.000    0.000    0.000 <frozen os>:1116(__subclasshook__)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\dtypes\common.py:1194(<lambda>)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\common.py:372(apply_if_callable)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\generic.py:572(_get_axis_number)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\indexing.py:1165(_check_deprecated_callable_usage)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\indexes\range.py:1009(__getitem__)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\internals\blocks.py:1262(_slice)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\internals\managers.py:1940(_block)
       10    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\psutil\__init__.py:426(pid)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\pool.py:351(_check_running)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\queues.py:316(JoinableQueue)
        3    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\io\formats\csvs.py:101(na_rep)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1573(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\numpy\core\shape_base.py:207(_arrays_for_stack_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\util\version\__init__.py:149(__lt__)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\arrays\datetimes.py:576(tz)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\io\formats\printing.py:507(__init__)
        5    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\generic.py:696(ndim)
        3    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\internals\managers.py:246(items)
        6    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\internals\managers.py:913(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\tqdm\std.py:1147(__del__)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\io\formats\csvs.py:204(nlevels)
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\numpy\core\_dtype.py:24(_kind_name)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\platform.py:1041(_sys_version)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\pathlib.py:835(stat)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\numpy\core\_methods.py:47(_sum)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\logging\__init__.py:811(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\util\version\__init__.py:470(_parse_letter_version)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\logging\__init__.py:1776(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\dtypes\common.py:1596(pandas_dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\arrays\datetimelike.py:2148(_creso)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\frame.py:1643(__len__)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:838(_cleanup)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\io\common.py:515(get_compression_method)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\util.py:371(ForkAwareThreadLock)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\util.py:108(_platform_supports_abstract_sockets)
        2    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
        2    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        2    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:388(__subclasshook__)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\logging\__init__.py:1369(disable)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\compat\_optional.py:74(get_version)
        4    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\flags.py:55(allows_duplicate_labels)
        4    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\generic.py:363(attrs)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\io\formats\format.py:526(_initialize_sparsify)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\pool.py:57(RemoteTraceback)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\synchronize.py:130(Semaphore)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\pathlib.py:429(_format_parsed_parts)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\indexing.py:2752(need_slice)
        4    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\indexing.py:2549(_convert_key)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\series.py:914(__len__)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\pool.py:63(ExceptionWithTraceback)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\io\formats\csvs.py:143(_initialize_quotechar)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\connection.py:992(XmlListener)
        3    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\io\formats\csvs.py:109(decimal)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\io\formats\csvs.py:117(index)
        2    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\numpy\core\_dtype.py:330(_name_includes_bit_suffix)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\pathlib.py:437(__str__)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\logging\__init__.py:982(setLevel)
        7    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:6672(_maybe_cast_indexer)
